"fielder_pos","inning","batting_run_differential","outs_on_play","runs_on_play","throw","exchange","throw_dist","time_to_catch","ball_vx_0","ball_vz_0","ball_vy_0","ball_v_0","ball_ax_0","ball_az_0","ball_ay_0","ball_apex_x","ball_apex_y","ball_apex_z","player_px_7_0","player_py_7_0","player_px_8_0","player_py_8_0","player_px_9_0","player_py_9_0","landing_location_x","landing_location_y","launch_angle","launch_direction","launch_speed","runner_season_top_velo","runner_id","fielder_id","fielding_team_id","hitting_team_id","play_id"
8,3,-1,0,0,87.88,1.879,179.059,2.8,6.78772,25.26944,89.94367,93.6722,0.97379,-22.38001,-23.37335,20.30198,154.55036,29.07879,-124.915,268.383,20.725,306.246,156.964,247.989,58.67898,280.93015,15.77588,4.19214,94.73694,6.125,1,212,26,18,1
9,3,1,0,1,72.619,0.901,171.262,5.739,12.52199,55.22027,76.91811,95.51164,1.20653,-20.20171,-37.6994,48.6489,203.38019,111.52706,-127.998,275.391,18.102,311.225,148.451,261.408,96.60028,345.01407,35.1865,9.06622,97.35416,7.61,1,226,22,18,2
8,3,-2,0,0,84.538,1,170.335,5.806,-0.72926,63.24802,60.09668,87.24939,-0.67352,-27.31559,-35.17692,-11.102,155.93892,124.95093,-142.715,251.029,5.463,327.319,128.432,280.118,-31.66954,262.70143,47.60176,-0.26278,87.53115,7.61,1,68,1,18,3
8,3,3,0,1,73.034,NA,157.046,3.8,6.64741,32.51786,97.17252,102.68446,1.28469,-20.34781,-29.28107,29.35443,217.12133,48.88981,-131.147,264.438,16.239,314.714,132.706,251.642,72.95618,365.52112,17.90542,3.57397,103.29302,8.79,2,187,20,17,4
7,1,3,0,1,69.015,1.399,149.091,3.8,-30.14105,37.282,76.3903,90.18818,1.05194,-23.00382,-28.87653,-74.15648,170.39743,54.35086,-138.812,266.322,15.037,309.355,123.19,246.867,-131.77686,299.29735,24.12366,-21.17599,91.44045,8.79,2,116,29,17,5
7,5,1,0,1,88.316,1.159,196.69,4.6,-25.07339,43.00801,69.89212,85.80951,1.966,-22.62036,-29.83686,-73.39374,175.66465,72.70193,-121.891,262.587,17.96,297.468,122.476,235.24,-131.90174,303.07162,29.54657,-19.58103,85.9559,8.79,2,97,9,17,6
8,4,-7,0,1,NA,NA,NA,4.44,6.84153,38.82733,81.67695,90.6945,0.76008,-19.19507,-28.07595,38.35422,191.69338,65.22906,-123.991,275.748,15.17,318.632,129.134,256.411,93.50919,316.74594,25.01504,4.64335,91.8537,7.872,3,58,19,4,7
8,2,0,0,1,98.549,NA,286.554,4.04,14.24229,36.12324,81.81154,90.55859,1.69626,-19.88358,-26.07523,30.7802,189.24035,56.86615,-115.012,256.466,21.285,300.561,146.449,243.126,48.69582,335.88584,23.59372,9.86277,91.91603,7.872,3,192,10,4,8
8,2,-1,0,1,NA,NA,NA,4.68,8.66473,50.08613,64.2933,81.9593,1.11316,-22.79764,-27.70257,38.47604,158.67946,83.62987,-113.811,247.731,27.421,310.238,146.351,263.553,95.14642,288.66873,37.8225,7.40636,83.47506,7.872,3,362,29,4,9
8,6,1,0,1,83.594,1.168,169.814,4.371,19.64975,39.39109,67.15522,80.29691,-1.99252,-23.26311,-25.7817,41.62905,168.49443,64.91696,-114.661,262.57,14.531,320.206,155.274,273.469,69.12439,298.65396,29.57287,16.44019,81.55774,7.913,3,58,19,4,10
8,1,2,0,1,NA,2.402,NA,3.637,-12.11688,34.12506,70.2579,79.0412,0.56772,-20.1635,-21.83802,-41.06382,149.34817,46.68474,-138.406,210.182,-26.823,290.428,107.424,269.704,-94.1058,261.20549,25.87469,-9.47686,80.16534,7.913,3,89,11,4,11
7,2,-1,0,1,NA,NA,NA,4.24,-32.19641,43.46448,54.94053,77.09884,2.15067,-23.92791,-25.78911,-90.11501,114.99313,69.10362,-128.367,239.235,-6.227,295.164,115.279,247.234,-186.49185,187.71218,34.49905,-29.85516,78.47848,7.792,4,175,4,19,12
8,6,9,1,0,NA,NA,0,3.52,3.43035,31.01416,62.01585,69.42342,0.94348,-20.87322,-17.75463,1.1595,128.94155,41.77054,-110.795,260.281,-2.396,290.577,120.721,243.054,-9.96301,235.1023,26.29588,3.53438,70.34808,7.792,4,331,4,19,13
8,1,2,0,0,95.74,0.88,225.598,NA,-1.72905,42.10301,66.06756,78.36183,0.42792,-21.30652,-25.82851,-12.76997,162.33297,70.27621,-136.335,248.552,-13.507,322.813,140.221,266.018,-33.58864,284.2532,32.48048,-1.36823,79.52514,7.792,4,309,27,19,14
9,4,-2,0,1,NA,NA,NA,3.64,30.71172,33.47327,75.9306,88.48235,0.31308,-23.57902,-28.85388,72.70778,161.42561,46.95394,-120.269,265.439,21.55,312.117,164.575,260.652,143.89477,295.36256,22.34447,22.02193,89.60329,7.792,4,48,12,19,15
8,7,-7,0,0,91.352,1.52,162.189,3.68,14.00262,32.38608,61.9434,71.28756,0.94348,-20.87322,-17.75463,27.43499,140.73515,47.64644,-125.463,265.496,6.606,304.733,121.22,274.533,39.42561,254.14775,27.57046,12.55893,72.43798,7.792,4,26,3,19,16
7,1,1,0,1,62.228,1.399,146.896,3.52,-20.37985,31.93197,86.9596,94.85231,1.28469,-20.34781,-29.28107,-62.52795,171.83626,45.16781,-117.287,262.01,10.972,311.602,140.305,260.347,-137.97036,287.6822,19.78204,-12.81053,96.37671,7.792,4,164,29,19,17
8,4,-3,0,1,NA,NA,NA,3.2,-2.84522,29.83218,91.41695,96.2035,1.28469,-20.34781,-29.28107,0.41875,187.26251,38.47672,-156.852,260.298,-14.55,305.347,145.252,233.125,4.56658,336.63354,18.28807,-1.89656,97.32622,7.882,5,280,14,22,18
9,1,2,0,1,97.006,1.24,218.04,3.36,15.15128,32.49496,72.71087,81.07006,1.33041,-20.78208,-20.37793,43.3667,147.85714,42.33172,-130.38,275.859,9.646,316.848,141.399,254.254,99.40583,270.36528,23.91985,11.47572,82.12723,8.797,6,100,8,28,19
8,8,0,0,1,89.516,NA,226.344,4.64,2.67508,40.27783,87.23214,96.11923,1.71784,-18.26229,-33.64504,-3.39049,222.0868,72.81212,-156.158,247.028,-29.772,317.022,121.564,281.321,-25.85432,384.65176,24.89579,1.88557,97.56358,8.797,6,309,27,28,20
9,2,0,1,0,99.524,NA,198.19,2.76,30.08633,26.99184,76.14962,86.21201,1.00403,-24.02968,-27.79466,61.29519,124.25608,28.46475,-110.501,279.601,13.627,297.356,129.64,251.06,134.03692,219.3983,18.65777,21.22863,87.23565,8.797,6,467,3,28,21
8,6,-1,0,1,81.333,NA,211.127,4.12,4.28799,37.40504,88.72181,96.37989,1.59364,-19.03262,-31.4839,25.51189,205.79735,56.99678,-119.855,265.098,18.154,315.528,137.04,244.06,64.4991,355.78619,22.99505,2.55198,97.8136,8.797,6,371,23,28,22
8,7,1,0,1,76.046,NA,221.374,4.52,6.20028,38.2874,94.93532,102.55283,1.59364,-19.03262,-31.4839,-3.4251,228.84725,65.90192,-147.19,241.865,-20.573,315.885,124.764,278.895,-34.3636,388.6386,21.89134,3.93674,104.20709,8.797,6,214,13,28,23
9,7,-2,0,1,90.188,1.235,209.863,5.872,17.89496,63.95383,62.06806,90.89976,-2.79322,-31.04955,-34.06744,74.60871,150.4487,124.08547,-140.209,260.963,-13.349,305.068,130.01,265.77,158.03315,255.74275,44.64227,15.53002,92.73614,8.594,6,137,20,28,24
8,6,2,0,1,66.744,1.3,181.496,3.637,-0.35667,31.54988,78.87409,84.95083,1.69626,-19.88358,-26.07523,2.38924,177.09823,43.33916,-138.608,267.915,-5.843,308.829,128.142,256.105,12.32792,317.24421,22.09703,-0.25368,86.0454,8.594,6,72,22,28,25
8,5,4,0,1,69.683,1.702,189.687,3.637,7.41261,30.94292,94.78674,99.98469,1.28469,-20.34781,-29.28107,1.17734,199.87885,43.75239,-129.827,257.2,13.925,310.279,135.905,251.372,-9.78231,356.25481,18.14929,4.6995,101.40213,8.594,6,222,24,28,26
9,3,-4,0,1,NA,1.067,302.507,5.939,30.91884,64.58495,57.75586,91.99418,-2.79322,-31.04955,-34.06744,106.36789,140.99193,125.87421,NA,NA,NA,NA,NA,NA,205.30716,234.43056,44.61251,27.77221,93.6648,8.594,6,300,13,28,27
9,2,0,0,1,72.502,0.7,296.739,4.871,26.9718,52.44038,68.10296,90.08599,-2.64097,-24.83214,-33.44973,94.93893,156.49015,87.69383,NA,NA,NA,NA,NA,NA,198.83058,247.89209,35.75725,21.16736,91.71117,8.228,6,167,27,28,28
9,2,0,0,0,NA,1.033,215.272,5.706,13.21082,62.52278,45.87467,78.66454,-2.71894,-33.20169,-26.41275,44.06319,116.24732,116.33787,NA,NA,NA,NA,NA,NA,81.38405,202.98316,52.24928,15.90333,80.36333,8.228,6,206,11,28,29
9,4,1,0,1,NA,1.534,238.819,5.105,28.18763,53.19551,75.75143,96.76044,-4.62952,-23.76985,-37.08094,97.09447,175.81592,91.48143,NA,NA,NA,NA,NA,NA,196.22037,287.48129,33.40882,20.0646,98.83317,8.324,6,137,11,28,30
8,2,-2,0,0,88.105,1.167,225.063,4.838,10.32299,48.5895,59.12104,77.21917,1.11316,-22.79764,-27.70257,16.23108,148.92961,85.63924,-109.91,278.494,7.331,345.443,133.211,262.193,14.79674,258.16636,39.056,10.02189,78.66384,8.324,6,173,17,28,31
9,9,7,0,1,78.987,0.901,149.852,5.939,20.3723,59.90263,60.64674,87.64349,-3.71583,-28.50271,-33.30687,60.29573,157.53207,116.51652,NA,NA,NA,NA,NA,NA,112.30202,272.59302,43.1409,18.3905,89.16767,8.324,6,137,11,28,32
7,9,-6,0,0,71.361,0.959,138.74,2.64,-38.00084,24.33651,73.29978,86.07664,-0.62597,-24.36432,-27.17792,-72.79674,117.82729,27.21363,-141.383,239.314,15.897,300.518,162.02,258.43,-150.3304,206.5835,16.33433,-27.31809,86.88595,8.646,7,143,12,19,33
8,8,4,0,1,54.785,0.768,176.415,4.971,-2.58172,48.38496,73.07416,87.67897,0.83374,-20.80449,-32.52939,14.6612,186.33338,86.73997,-130.294,262.363,-12.574,292.425,127.723,231.95,51.36691,313.15192,33.62486,-2.284,89.09578,8.363,7,362,29,19,34
8,3,4,0,0,86.444,1.167,188.547,6.307,11.26163,71.7753,56.01816,91.74177,0.71374,-29.75053,-34.3674,10.78989,150.15066,146.83854,-136.386,261.566,11.417,324.912,149.043,262.613,-0.32374,267.18664,51.17012,11.578,91.57464,8.325,7,273,28,11,35
9,8,5,0,1,66.458,1.034,196.71,5.105,24.9062,47.21084,69.37338,87.53198,-2.64097,-24.83214,-33.44973,83.75179,164.49435,82.47127,NA,NA,NA,NA,NA,NA,172.7411,268.4169,32.7981,19.48312,88.90148,8.325,7,338,27,11,36
9,3,0,0,1,NA,1.302,199.739,5.038,35.32693,50.88526,59.64357,85.9922,-3.35618,-26.71955,-33.80051,112.54941,138.00922,88.94702,NA,NA,NA,NA,NA,NA,219.73157,222.82897,36.44806,30.19378,87.43395,8.325,7,238,24,11,37
9,7,0,0,1,NA,1.333,240.932,5.539,9.11615,56.04332,69.38718,89.6579,0.87154,-22.78018,-34.38451,39.68843,178.07489,108.4872,NA,NA,NA,NA,NA,NA,82.38234,306.40397,38.5761,7.27304,91.47329,8.325,7,423,20,11,38
8,1,1,0,1,73.85,1,182.274,6.373,0.89585,65.63116,73.49163,98.53563,-0.27673,-25.06722,-39.9193,18.77137,207.55801,140.75678,-119.342,268.372,26.425,302.931,138.752,259.849,50.85797,369.75765,41.58678,0.4777,100.09507,8.468,8,215,21,30,39
8,7,-2,0,1,75.444,1.2,239.043,5.939,-6.90738,52.66492,80.89486,96.7744,1.20653,-20.20171,-37.6994,-1.9127,227.00843,111.80114,-137.767,270.924,18.507,316.156,130.384,285.857,22.01042,382.29352,32.95806,-5.01616,98.2305,8.468,8,186,16,30,40
9,1,0,0,1,NA,1.101,198.494,4.871,18.31144,49.3285,75.03139,91.64235,0.83374,-20.80449,-32.52939,70.46406,182.7269,84.56985,-138.668,267.011,16.383,327.6,150.314,251.12,156.19013,300.55094,32.76496,13.83804,92.79537,8.468,8,39,1,30,41
8,1,0,0,1,89.758,0.867,13.937,4.338,-1.10824,41.07546,73.78744,84.45714,1.78651,-19.56682,-30.68182,12.14954,179.13289,65.65901,-123.466,259.606,16.781,313.2,126.923,252.124,35.78491,311.52269,29.27547,-1.12094,85.69913,8.468,8,407,18,30,42
8,9,-1,0,1,94.787,1.101,181.417,4.071,-8.23198,38.01237,60.14253,71.62283,0.57115,-21.4937,-20.89625,-19.54062,143.95504,57.78165,-135.076,263.627,9.398,296.246,151.97,252.263,-35.22092,254.0405,32.32712,-7.82309,72.74559,8.468,8,179,2,30,43
9,4,1,0,1,NA,1.035,174.493,5.405,13.29977,54.85856,59.4997,82.01561,0.02376,-24.5059,-28.74096,51.14402,152.26132,105.69621,-147.066,264.867,-11.831,310.288,136.317,269.861,105.7824,266.03311,42.31204,13.28783,83.56518,7.375,8,78,18,30,44
8,8,4,0,1,NA,NA,NA,5.973,-14.58004,55.03033,80.2251,98.37165,1.20653,-20.20171,-37.6994,-39.34027,229.52862,111.75232,-142.812,269.991,-6.803,324.945,127.214,263.224,-65.58568,393.48318,33.96279,-10.35177,99.96361,8.663,9,269,28,9,45
7,7,1,0,1,60.469,1.401,139.312,3.27,-30.78727,36.70273,79.67662,92.96941,0.89561,-23.43621,-28.35846,-76.34707,143.0764,43.62155,-125.962,225.777,-22.653,297.193,125.079,253.823,-163.38292,237.16634,23.6301,-20.70843,94.49126,8.663,9,461,11,9,46
8,9,1,0,1,80.836,1.167,182.401,5.205,-15.24599,47.43604,75.26597,90.26397,1.78651,-19.56682,-30.68182,-39.44545,202.54485,89.21464,-137.529,251.723,-18.607,319.551,133.914,251.148,-63.33919,346.9396,31.59655,-11.54271,91.96665,8.663,9,105,29,9,47
9,6,2,0,1,90.862,NA,278.854,2.92,29.91152,33.86317,86.83117,97.88292,0.17082,-23.82077,-33.40291,66.53452,150.73823,36.40711,-122.513,238.597,20.47,295.895,128.906,238.618,137.4712,270.13542,20.70208,18.63458,99.29045,9.08,10,80,11,28,48
7,1,1,0,1,76.146,2.24,174.624,3.44,-28.78559,29.85621,86.57187,95.99319,-0.65103,-25.402,-31.16038,-63.81327,181.47621,41.83108,-130.727,258.297,22.407,306.397,128.241,252.048,-114.40428,323.33536,17.8891,-18.37193,96.80339,8.969,11,23,2,15,49
9,8,2,0,1,91.385,NA,234.867,4.6,15.65161,45.3806,71.29955,85.95346,1.78651,-19.56682,-30.68182,59.30228,168.11402,76.48223,-129.564,267.065,23.916,311.568,143.033,253.658,131.2766,282.14776,31.9239,12.07819,87.38392,8.969,11,135,21,15,50
9,7,0,0,1,80.052,NA,183.616,5.172,25.71268,47.70678,72.07141,90.17409,-2.64097,-24.83214,-33.44973,70.68239,189.82077,87.66104,-109.166,275.788,30.767,308.736,148.812,242.476,123.65749,324.70459,32.01067,19.62545,91.59608,9.205,11,108,21,15,51
8,1,0,0,1,60.669,0.934,154.861,2.736,-8.01225,25.51534,101.21933,104.6928,1.98008,-22.47642,-31.23843,-23.1261,183.17668,28.45052,-135.736,248.596,-19.068,307.972,137.7,259.649,-53.54306,328.91292,14.41246,-4.30799,105.96882,9.205,11,217,5,15,52
7,6,-1,0,1,NA,0.934,161.653,5.472,-26.47738,48.77091,65.05281,85.50743,2.5833,-24.19569,-31.79061,-62.25996,176.23239,90.24883,NA,NA,NA,NA,NA,NA,-103.30629,306.92438,34.80132,-22.3117,86.99518,9.205,11,91,2,15,53
8,1,3,0,1,86.429,1.702,254.977,4.705,-7.38704,48.04399,83.2938,96.43988,2.14869,-18.9338,-36.04022,-42.8943,211.62278,78.70928,-134.077,255.239,-12.911,342.531,126.811,280.948,-99.29635,361.69873,30.07421,-4.78973,98.04868,7.909,12,180,15,10,54
8,4,0,0,1,NA,1.368,233.2,6.54,-9.92911,43.30812,66.20496,79.73254,-0.27673,-25.06722,-39.9193,-71.60582,220.48557,117.60134,NA,NA,NA,NA,NA,NA,-126.17273,358.63377,43.36718,-12.45064,99.39189,7.909,12,246,7,10,55
7,2,0,1,0,88.303,0.833,14.859,2.502,-37.36764,25.51486,90.37355,101.06793,-0.59198,-26.51506,-31.99939,-72.12146,139.05806,25.32579,-140.787,260.502,-24.91,313.772,126.407,281.715,-155.47506,242.41267,14.98065,-22.08438,102.40655,7.909,12,105,29,10,56
7,5,3,0,0,94.119,1.167,194.472,5.272,-9.98677,60.24394,60.19792,85.7488,-0.67352,-27.31559,-35.17692,-49.78845,147.57496,104.5326,-135.199,259.062,-17.778,322.164,129.272,270.647,-116.01865,250.31993,44.62194,-9.09651,87.58216,7.909,12,97,9,10,57
8,2,-2,0,1,92.199,1.201,184.687,4.738,-7.23885,44.21666,69.54673,82.73005,0.42792,-21.30652,-25.82851,-14.6387,183.55369,76.26022,-120.582,267.689,18.121,313.306,145.484,245.405,-31.92308,328.69051,32.47,-6.05796,83.96067,7.909,12,182,17,10,58
9,9,-3,0,1,91.15,1.135,227.077,5.071,17.87951,48.34474,63.43583,81.73736,-2.33478,-26.39368,-27.89225,47.41294,166.06092,87.49282,-143.821,264.487,-12.793,346.284,135.686,286.031,85.10757,289.22874,36.35165,15.69019,83.11019,7.909,12,211,27,10,59
8,8,4,0,0,NA,1.034,225.572,3.37,1.97183,30.01502,83.79129,89.02679,1.36086,-20.96977,-24.27679,-5.86613,173.13847,39.04476,-162.619,236.929,-23.125,318.547,121.599,276.065,-25.3815,305.54874,19.93308,1.52368,90.30508,7.75,12,75,13,10,60
9,5,1,0,0,46.633,1.368,93.642,6.073,17.16776,73.30923,42.34907,86.38529,-4.2128,-35.95352,-30.97083,56.16221,98.53464,146.4583,-122.215,245.007,-2.292,320.492,131.379,273.427,106.1537,176.08026,57.75933,21.4199,88.31948,7.75,12,331,4,10,61
9,2,-1,0,1,77.986,1.534,146.398,3.77,31.45273,39.39259,65.92135,82.98599,-1.99252,-23.26311,-25.7817,85.47001,137.13397,55.10143,-139.652,239.108,-22.995,303.384,115.844,240.182,174.163,235.20833,28.58553,25.08355,84.33282,7.75,12,292,12,10,62
8,7,-4,0,1,NA,3.837,188.771,4.472,-9.07159,39.97247,92.49701,101.17208,1.59364,-19.03262,-31.4839,3.56488,226.66251,66.80949,-111.763,280.559,26.774,317.275,149.083,241.151,35.69067,382.97797,23.37476,-5.93548,102.93299,7.752,12,196,19,10,63
7,1,-1,1,0,NA,1.3,0,3.971,-11.75239,41.05097,53.89536,68.76053,0.59505,-22.59923,-21.89888,-40.28865,121.99352,61.59202,-147.109,266.549,9.19,328.429,145.943,273.323,-93.72956,215.83168,36.98957,-11.96853,69.83088,8.934,13,85,16,14,64
9,7,-4,0,0,88.139,1.068,211.377,6.039,8.66208,71.66401,47.47053,86.39568,1.32593,-34.09328,-33.07316,40.11469,125.3575,133.44182,-129.333,273.686,17.416,326.04,138.278,257.226,82.80682,221.9003,56.202,9.98515,88.00255,8.934,13,417,1,14,65
7,1,0,0,0,81.291,1.135,179.512,5.105,-15.9029,53.91006,45.02217,72.01522,1.04701,-27.18078,-22.05443,-40.70049,126.8617,97.49922,-134.171,259.408,19.69,322.371,131.543,251.766,-67.49331,223.94828,47.55137,-19.23747,74.24754,8.934,13,42,23,14,66
9,6,-2,0,0,67.894,1.1,145.353,5.206,13.37344,58.70561,37.74786,71.06404,-2.93349,-30.07191,-22.72108,45.58924,93.96184,105.263,-144.034,248.484,22.658,308.62,128.356,239.688,87.53896,166.31882,55.42681,19.27486,72.61504,8.934,13,283,23,14,67
8,7,2,0,1,77.282,0.967,144.234,2.903,-1.11296,24.31257,96.53974,99.56034,1.36124,-22.68804,-27.94359,-3.19216,180.54588,29.03396,-125.675,251.177,-20.674,301.861,118.211,278.483,-13.80483,320.80045,14.346,-0.69638,100.80061,8.934,13,63,8,14,68
8,3,2,0,1,62.832,1.401,161.755,5.973,2.02304,63.88583,63.53635,90.12414,-0.67352,-27.31559,-35.17692,24.61882,171.46342,132.25755,-143.77,258.695,-18.639,319.69,150.7,272.243,64.96779,298.02532,45.05126,2.23258,92.37485,8.837,13,70,12,14,69
8,5,1,0,1,NA,1.201,240.073,6.039,-14.1336,56.6515,74.32887,94.51948,0.87501,-22.30041,-39.17032,-36.43604,209.31492,118.56205,NA,NA,NA,NA,NA,NA,-61.74748,357.62267,36.7971,-10.79471,96.13641,8.837,13,252,30,14,70
7,4,0,0,1,NA,NA,NA,4.12,-30.26612,37.03301,60.90513,77.43976,2.09528,-22.56931,-24.57441,-76.52597,144.06937,57.47051,-131.277,266.647,27.379,302.535,136.766,241.606,-141.40415,251.64287,28.53807,-26.23199,78.07574,7.989,14,343,11,13,71
8,9,1,0,1,80.805,1.48,187.787,3.64,-11.59239,29.39518,84.12465,89.86333,1.36086,-20.96977,-24.27679,-16.89799,188.49103,42.0147,-115.465,250.199,26.184,297.242,117.197,223.162,-24.57211,328.55288,19.31029,-8.00547,91.06755,7.989,14,192,10,13,72
9,3,1,0,1,89.284,NA,194.685,3.64,24.01183,29.90151,84.15857,92.48423,1.00403,-24.02968,-27.79466,70.6132,167.69405,43.7566,-129.134,258.267,-11.497,314.779,120.689,255.214,145.37499,265.84814,18.98468,15.55852,93.99005,7.989,14,137,20,13,73
9,6,1,0,1,72.714,1.368,171.956,3.17,14.34321,28.75442,87.07704,92.81678,1.36086,-20.96977,-24.27679,41.63217,164.66119,36.51316,-115.655,274.279,18.155,322.412,121.826,244.724,95.16658,287.80389,18.31248,9.04036,94.1596,7.636,14,187,20,13,74
9,8,-6,0,0,91.193,1.534,227.025,5.139,16.47958,55.78937,52.68466,78.48378,-2.45131,-30.51284,-27.55308,55.03406,128.05971,97.46497,-136.116,247.712,11.075,313.513,116.922,248.654,121.36033,217.0883,45.54397,17.54482,79.29945,7.636,14,206,11,13,75
8,9,-11,0,1,78.08,1.935,107.222,2.903,-9.71239,25.89127,91.59326,95.67661,1.28469,-20.34781,-29.28107,-20.13522,162.72271,31.06241,-126.115,262.71,-8.642,294.86,125.374,250.231,-35.76635,290.21172,16.00428,-5.95273,96.78323,7.636,14,246,7,13,76
8,6,3,0,1,81.511,1.101,196.477,3.838,-4.60556,35.40285,85.97669,93.09438,1.69626,-19.88358,-26.07523,5.64387,193.4689,53.06748,-145.465,275.587,-3.986,318.518,124.109,249.983,28.81248,349.2064,22.49846,-3.45583,94.36433,7.636,14,75,10,13,77
7,4,1,0,1,72.881,1,160.742,5.305,-24.9838,61.692,48.68624,82.4648,0.34739,-31.17517,-27.68332,-87.69442,109.70117,106.83225,-132.933,257.91,8.802,327.283,139.007,266.712,-180.13814,184.58004,48.60825,-26.71899,84.0207,7.636,14,126,20,13,78
9,6,1,0,0,72.824,0.733,121.09,6.34,17.90317,65.69831,43.05801,80.5654,-2.71894,-33.20169,-26.41275,59.91675,107.38442,124.25146,-128.2,273.827,8.37,294.77,124.933,244.25,114.39953,188.99691,54.80296,22.21022,81.79382,7.636,14,251,3,13,79
7,8,3,0,1,NA,1,247.495,4.104,-22.30808,41.851,72.66164,86.76907,1.966,-22.62036,-29.83686,-74.02727,161.63001,64.90284,-131.827,246.624,-16.227,320.89,135.29,260.888,-158.79581,269.19451,29.00643,-16.70007,88.11096,7.218,14,80,27,13,80
8,1,1,0,0,NA,NA,NA,3.537,-1.87128,32.00623,74.2179,80.84675,1.33041,-20.78208,-20.37793,8.71041,158.73323,44.80399,NA,NA,NA,NA,NA,NA,35.5437,282.06382,23.60545,-1.68552,81.93878,7.218,14,269,28,13,81
7,8,2,0,1,79.261,1.135,174.95,5.439,-20.32087,50.92238,67.67493,87.09721,2.5833,-24.19569,-31.79061,-53.5355,176.43899,96.89653,NA,NA,NA,NA,NA,NA,-92.28154,305.09257,35.70694,-16.70804,88.89178,7.218,14,271,24,13,82
7,7,6,0,0,81.395,1.601,154.716,4.271,-9.62687,50.6035,48.13335,70.49972,-0.37609,-25.18886,-23.89942,-36.5554,118.61314,86.35037,-129.775,233.512,-10.865,308.411,136.72,263.482,-87.4758,206.27357,46.38844,-11.47272,71.78858,7.52,14,440,3,13,83
8,6,-7,0,0,96.239,1.101,211.51,2.836,5.85961,26.40453,92.71439,96.57894,1.28469,-20.34781,-29.28107,23.46522,167.60958,30.95505,-116.756,274.634,43.745,309.803,151.534,229.294,62.79321,302.97051,16.1746,3.29523,97.8061,7.52,14,309,27,13,84
7,6,3,0,1,NA,1.101,234.403,5.339,-31.3888,50.75901,64.37334,87.78189,2.5833,-24.19569,-31.79061,-89.50283,169.51705,95.18679,NA,NA,NA,NA,NA,NA,-161.61534,289.11863,35.32254,-25.892,89.28887,7.278,14,366,28,13,85
9,4,-1,0,1,NA,1,NA,5.339,18.92208,58.76396,67.27731,91.30982,-3.71583,-28.50271,-33.30687,78.50965,158.36954,104.75685,NA,NA,NA,NA,NA,NA,174.20087,255.01661,40.04084,15.19703,93.25009,7.278,14,137,11,13,86
7,6,-1,0,0,NA,NA,NA,6.44,-5.06834,80.97713,40.28919,90.58809,1.20704,-35.87933,-30.95136,-45.69583,96.48621,166.88626,NA,NA,NA,NA,NA,NA,-87.25922,164.2862,63.41789,-6.41558,92.94918,7.278,14,471,9,13,87
7,1,0,0,0,86.765,1.133,205.601,4.238,-29.57104,41.11544,57.66451,76.74712,2.15067,-23.92791,-25.78911,-74.75239,144.76514,64.3896,-126.99,273.012,31.471,324.75,141.021,265.997,-135.71879,260.50779,32.68074,-27.02098,77.91762,7.278,14,420,27,13,88
7,7,6,0,0,84.9,1.33,156,5.867,-19.84773,64.49183,53.75036,86.26836,7.22912,-27.92554,-35.23738,-59.03384,126.44561,127.24674,-147.54392,266.28542,0.63626,321.42344,139.30336,260.5857,-104.11599,224.92254,50.49375,-21.11199,84.97272,6.473,14,193,20,13,89
8,3,5,0,1,81.1,0.8,188,3.833,-4.59284,33.27871,77.39752,84.37382,-3.54413,-18.27724,-22.76742,-18.90972,175.51884,48.7616,-146.36215,264.69531,-17.61276,326.80423,138.19237,269.42482,-43.6195,311.81022,24.11696,-2.98019,85.85233,6.473,14,500,1,13,90
8,5,11,0,1,78.2,1.1,191,4.367,-2.22516,41.08567,87.05009,96.28448,10.27356,-20.39433,-28.62935,12.38129,213.11452,66.16211,-118.94561,275.29344,31.95396,320.33501,146.7188,260.80535,41.25234,370.4039,24.98951,-1.70875,98.13796,7.502,14,539,28,14,91
8,4,0,0,1,NA,NA,NA,4.8,2.04188,40.39928,83.8932,93.13614,0.76008,-19.19507,-28.07595,12.62029,212.24542,71.05227,-129.945,237.129,-7.358,281.016,131.582,230.628,36.038,360.08982,25.30747,1.36696,93.42767,9.002,15,51,5,6,92
7,6,-1,0,1,77.726,0.88,257.873,4.48,-25.45703,41.26454,60.03758,77.17081,2.15067,-23.92791,-25.78911,-69.73139,148.45858,70.1664,-123.639,252.529,16.203,301.699,139.428,235.139,-136.02568,258.91353,32.36999,-22.77357,77.85216,9.002,15,252,30,6,93
9,2,0,0,0,87.357,NA,177.85,2.2,37.5268,18.8556,87.42741,96.99147,0.82636,-28.42848,-32.7202,61.79904,122.64337,19.5195,-116.623,251.782,24.97,284.926,133.315,226.694,128.72519,214.77839,11.33393,23.16796,98.37654,9.002,15,28,18,6,94
8,0,0,0,1,79.717,1.28,182.847,3.44,-20.7732,36.85965,75.99036,86.97526,0.76008,-19.19507,-28.07595,-60.57622,148.9216,48.65692,19.476,103.793,-120.653,216.55,10.997,254.395,-133.73832,258.52095,25.36969,-14.86313,88.32402,9.002,15,240,14,25,95
8,5,-3,0,1,NA,1,180.727,5.038,1.05632,47.25729,72.51836,86.56373,0.83374,-20.80449,-32.52939,14.96757,191.56228,85.55347,NA,NA,NA,NA,NA,NA,41.76727,326.81071,33.21706,0.66657,87.96828,6.929,16,237,6,5,96
