"fielder_pos","inning","batting_run_differential","outs_on_play","runs_on_play","throw","exchange","throw_dist","time_to_catch","ball_vx_0","ball_vz_0","ball_vy_0","ball_v_0","ball_ax_0","ball_az_0","ball_ay_0","ball_apex_x","ball_apex_y","ball_apex_z","player_px_7_0","player_py_7_0","player_px_8_0","player_py_8_0","player_px_9_0","player_py_9_0","landing_location_x","landing_location_y","launch_angle","launch_direction","launch_speed","runner_season_top_velo","runner_id","fielder_id","fielding_team_id","hitting_team_id","play_id"
8,3,3,0,1,80.103,1.2,160,4.571,-11.62536,40.88018,76.85045,87.81987,0.76008,-19.19507,-28.07595,-17.87225,195.74511,69.22368,-138.953,264.661,17.016,318.006,129.554,234.984,-17.09767,340.22682,27.84095,-8.76978,89.18176,9.072,364,75,10,17,3325
9,5,-1,0,1,NA,1.302,231.024,5.005,32.6441,54.03773,57.56968,85.43993,-3.35618,-26.71955,-33.80051,104.41327,132.44292,91.68166,NA,NA,NA,NA,NA,NA,211.30879,210.51533,39.32219,29.10269,87.09266,8.983,364,331,4,17,3326
8,3,3,0,1,84.275,1,198.609,5.706,6.78146,59.30613,64.75833,88.07296,0.54759,-24.72478,-35.07363,12.68639,175.0491,119.16245,-141.67,253.006,-17.181,313.513,128.257,269.797,16.64747,309.82547,42.19314,5.93542,89.95543,8.983,364,306,20,17,3327
8,8,4,1,0,103.425,0.867,289.682,5.138,-0.65037,49.05626,71.41678,86.64465,0.83374,-20.80449,-32.52939,-18.8337,185.2168,89.46934,-126.728,251.392,-17.004,301.867,112.544,266.672,-51.90405,312.4933,34.60248,-0.32492,88.00867,9.1,364,323,4,17,3328
9,5,3,0,0,78.939,2.202,147.963,5.572,2.52835,63.09709,56.28882,76.6214,-0.71432,-28.01871,-32.61662,30.84701,139.2197,116.34353,NA,NA,NA,NA,NA,NA,72.98618,244.6806,48.25628,2.18297,86.15208,9.1,364,294,12,17,3329
9,8,6,0,1,64.948,1.435,181.135,4.671,17.30951,43.80248,79.75514,85.63074,1.95944,-19.11766,-32.53271,63.33707,190.07781,75.21012,-136.188,267.76,-7.111,333.832,138.641,249.616,137.94259,317.79304,28.26015,11.94021,94.17087,9.1,364,198,10,17,3330
8,9,-10,0,1,NA,1.568,200.573,5.272,-11.08019,53.25713,71.02227,89.46092,0.87154,-22.78018,-34.38451,-19.81273,186.93993,99.0625,NA,NA,NA,NA,NA,NA,-11.77336,328.18516,36.58662,-8.90545,91.06416,9.12,364,212,29,20,3331
9,8,-3,0,1,75.644,1.602,152.837,5.405,22.66064,53.11235,75.98357,95.43547,-4.62952,-23.76985,-37.08094,83.40334,178.92527,101.35943,NA,NA,NA,NA,NA,NA,171.94835,292.59485,33.5761,16.18641,97.63855,9.12,364,442,29,20,3332
8,1,1,0,1,89.7,1.13,187,3.4,-3.08779,32.35006,89.08571,94.82787,6.83694,-20.87063,-24.65885,1.8792,184.94362,41.90128,-133.18449,274.72198,17.23019,324.70095,132.8367,256.4334,12.21138,332.43861,20.89269,-2.31444,95.80449,8.854,364,425,14,20,3333
9,8,0,0,1,89.5,0.77,195,6.066,19.66137,64.25213,48.82839,83.06092,2.09581,-16.03355,-11.10761,85.16754,129.68991,130.99027,-130.4474,268.95477,11.16659,311.68329,132.52702,254.6484,170.39468,215.66989,51.1198,19.53856,89.15487,8.854,364,507,11,20,3334
9,7,2,0,1,95.5,1.13,183,4.668,28.8341,52.05813,71.23874,92.82463,0.36155,-32.00292,-45.64586,89.30693,142.87327,79.99131,-133.43201,268.76647,-14.40915,335.80305,130.56804,267.31963,181.13224,216.27613,33.83246,22.56865,88.58147,9.045,364,468,7,10,3335
9,3,1,0,0,NA,1.2,160,6.466,21.06917,77.73107,47.89359,93.70072,-9.46742,-38.60901,-35.54585,62.1858,111.43928,153.07619,-133.14829,260.06838,12.93944,332.72406,142.9629,259.79395,111.82274,195.59889,56.9433,24.7674,94.55452,9.045,364,320,17,10,3336
8,5,0,1,0,NA,1.27,190,4.201,3.23101,35.67488,67.03257,76.0033,-3.77378,-19.71915,-19.93645,2.12725,155.03296,51.49268,-137.96014,261.56564,11.23474,325.07819,145.88851,261.79217,-0.99546,277.89462,28.60083,2.79081,77.38993,9.045,364,313,17,10,3337
9,6,1,0,1,91.3,1.17,159,5.561,31.62435,65.35568,49.08779,87.64174,-8.89051,-34.57704,-32.48621,96.19509,109.45756,117.90737,-124.15134,269.05765,21.08738,332.24026,143.66173,259.46908,182.40878,177.96759,48.35852,33.10945,86.7443,9.045,364,405,3,10,3338
8,8,6,0,1,68.9,1.37,149,4.901,-17.19175,44.35627,80.81972,93.78093,10.5645,-18.65705,-27.96836,-36.99137,214.17495,80.52856,-131.60093,267.70956,21.60119,315.81419,138.94961,245.06172,-62.98649,372.92638,29.99909,-11.90311,94.29612,9.045,364,539,28,10,3339
7,4,-1,0,1,NA,1.9,193,5.4,-26.77984,58.49371,65.56856,91.85809,-9.11097,-30.34457,-39.95872,-106.58575,140.34055,102.63199,-130.49878,247.93617,-30.03728,326.81982,109.338,285.70591,-214.85277,210.90434,39.91569,-24.04607,92.85882,9.045,364,491,4,10,3340
9,6,3,0,1,84.6,1.01,183,3.657,23.17807,33.92443,91.36557,100.17863,7.07918,-20.92314,-36.03623,69.52684,183.34494,46.44649,-128.42013,278.27268,5.75472,328.27842,145.00621,251.06741,150.25857,307.39326,20.69341,14.95536,102.13329,9.045,364,506,3,10,3341
7,3,2,0,1,87,0.87,194,4.633,-17.1751,50.15428,58.24456,78.75826,-7.07399,-27.24681,-25.48409,-66.13109,136.05099,81.17059,-138.55888,250.79065,-30.17804,318.27049,114.59479,281.44473,-140.43386,228.91244,40.0977,-17.50996,80.56134,9.045,364,542,27,10,3342
8,1,0,0,1,NA,1.635,NA,5.272,1.8733,50.22451,70.8448,86.86194,0.83374,-20.80449,-32.52939,-16.85764,177.36933,88.84604,-130.848,255.061,9.839,303.079,137.124,251.444,-62.41046,295.61665,35.43475,1.73329,88.41851,9.226,365,57,25,22,3343
9,3,-2,0,1,59.043,1.534,141.722,6.439,23.51539,63.15294,70.70072,97.6722,-7.08516,-27.02265,-37.21971,59.40542,198.30701,134.25115,-135.769,258.885,-7.31,303.137,135.372,255.969,99.77848,339.23916,40.49782,18.38767,99.48607,9.226,365,364,25,22,3344
8,1,0,0,1,86.733,1.235,218.179,5.939,3.97216,56.13711,56.26899,79.58236,0.54759,-24.72478,-35.07363,-10.87619,157.25668,114.60429,-145.887,269.713,-9.797,306.011,132.508,260.51,-47.82803,292.13619,43.81367,-0.00446,90.66378,9.226,365,186,16,22,3345
7,8,-1,0,1,NA,1.001,217.812,6.507,-24.97843,67.23854,68.81686,99.40173,8.84743,-24.87011,-39.52979,-74.55014,189.71142,143.66485,-124.36,258.375,17.033,315.491,131.375,248.163,-132.1381,326.73668,42.5038,-19.41675,101.24523,9.226,365,301,6,22,3346
7,4,2,0,1,NA,NA,NA,NA,-30.19805,34.887,91.76354,102.71111,0.39637,-23.31935,-32.11684,-70.90013,190.54849,46.11942,-140.74,270.628,17.83,299.151,123.731,234.525,-133.93663,331.83185,20.12483,-18.0409,104.20604,9.226,365,85,16,22,3347
8,9,-4,0,0,NA,NA,NA,5.973,11.38927,70.02208,45.13772,84.08461,0.64878,-30.19599,-28.38408,22.92379,123.37468,135.26715,NA,NA,NA,NA,NA,NA,30.0609,229.8382,55.9917,14.21291,84.24902,9.25,365,186,16,22,3348
7,7,-3,0,1,72.246,2.202,169.673,2.736,-24.3449,27.88115,92.25111,99.3997,1.28469,-20.34781,-29.28107,-55.22954,162.27598,32.03001,-120.33,242.562,17.486,316.63,139.014,263.243,-118.77471,285.6118,16.57726,-14.49811,100.66122,9.25,365,457,4,22,3349
8,3,2,0,1,81.431,0.966,200.494,5.906,-0.53663,62.087,70.80872,94.17515,-0.27673,-25.06722,-39.9193,-26.73145,186.66902,122.0161,NA,NA,NA,NA,NA,NA,-71.07381,323.53423,41.22732,-0.18682,95.6172,9.25,365,362,29,22,3350
8,8,-1,0,1,78.801,0.901,204.342,4.572,12.64979,41.73569,74.91765,86.68644,1.78651,-19.56682,-30.68182,42.47908,179.90876,69.26213,-130.443,257.403,29.16,317.656,139.409,239.427,84.95278,304.03707,28.93225,9.37452,88.20676,9.092,365,222,10,22,3351
7,6,1,0,1,NA,2.136,175.962,4.237,-25.36759,37.54648,77.70299,89.95002,1.05194,-23.00382,-28.87653,-73.8074,185.57523,60.18036,-141.45,267.661,1.775,313.916,120.676,261.442,-141.76722,324.46685,24.81187,-17.85694,91.14699,9.092,365,180,26,22,3352
8,1,0,0,1,75.329,1.201,188.346,6.34,-17.61631,63.01135,72.61997,97.74674,0.87501,-22.30041,-39.17032,-47.92618,197.39084,133.04312,NA,NA,NA,NA,NA,NA,-82.95229,333.23501,39.59175,-13.60929,99.99516,9.092,365,217,5,22,3353
7,6,0,0,1,NA,0.733,231.355,4.237,-20.06562,44.16225,79.95764,93.5209,2.14869,-18.9338,-36.04022,-73.46006,175.87484,68.15143,NA,NA,NA,NA,NA,NA,-161.86923,281.89576,28.35129,-13.60375,95.03053,9.092,365,301,6,22,3354
8,3,0,0,1,80.112,1.133,167.24,3.437,-1.16174,33.98286,92.54685,98.59566,1.59364,-19.03262,-31.4839,-22.10984,187.66624,45.10797,-130.169,265.026,-11.099,313.008,118.575,259.75,-60.16812,330.21463,20.40066,-0.30897,100.05759,9.092,365,385,25,22,3355
9,7,3,0,0,77.102,1,114.795,5.406,21.144,63.29721,45.44021,80.73672,-2.8672,-31.25528,-28.43935,72.84399,97.9687,110.69107,NA,NA,NA,NA,NA,NA,148.67305,166.88303,51.33936,24.2278,83.21725,8.858,365,331,4,10,3356
7,1,0,0,1,85.9,1.33,217,2.768,-37.80575,30.87069,89.44476,101.89524,-6.55359,-27.44227,-37.863,-80.02121,141.92381,31.35645,-160.70794,232.01243,-22.81146,320.07058,128.79524,273.17987,-167.43287,239.53056,17.74852,-23.52212,101.55564,8.85,365,445,18,30,3357
9,7,10,0,0,80.3,0.9,189,2.699,29.06035,23.57137,82.56932,90.65212,4.04195,-18.03948,-26.09019,61.72433,138.34393,25.46454,-130.45484,286.26961,-14.49275,345.79065,149.4768,268.89229,128.67139,244.11467,15.65974,19.15742,90.92701,8.85,365,500,1,30,3358
9,1,0,0,0,84,1.1,157,4.735,3.1443,49.08396,57.84468,75.92845,7.04321,-23.9717,-33.9089,22.35315,127.97135,83.55087,-121.64169,270.35453,15.95151,316.70256,131.43498,237.01356,60.85281,217.24359,42.01527,2.86505,75.60665,8.85,365,458,15,30,3359
9,3,1,0,0,92,0.93,171,4.37,9.58859,41.33974,64.39262,77.1189,5.26509,-21.33137,-25.83424,37.17309,147.99028,66.40194,-131.76029,265.9119,19.50527,323.36506,132.92208,251.68543,82.92522,258.16479,33.56043,8.80041,77.52688,8.85,365,220,21,30,3360
7,2,0,0,1,83.9,1,201,4.667,-20.46988,53.44027,52.71604,77.80655,-6.11857,-29.53847,-21.4694,-75.01544,128.65049,87.41027,-142.15784,250.60112,-24.36733,311.95095,120.68769,275.74999,-150.71816,221.93246,41.91262,-21.95877,82.47851,8.85,365,72,21,30,3361
9,2,-4,0,0,84.9,0.9,170,5.308,8.38573,55.38863,57.47104,80.25672,6.46027,-24.90124,-33.07111,41.2348,136.00009,103.73561,-119.86093,273.30082,22.23562,317.37509,143.90847,270.85323,88.46627,233.95001,44.77404,8.05802,82.76941,8.85,365,245,23,20,3362
9,1,0,0,1,84,2.07,190,2.399,31.82354,25.4971,100.40318,108.36807,9.31858,-22.68294,-38.37741,58.19949,144.57505,25.0656,-115.95327,275.95289,24.95167,338.90334,143.9497,259.03025,118.56197,260.74838,14.58636,17.8763,110.44716,8.85,365,193,10,20,3363
9,1,-1,0,1,83.9,1.1,154,6.168,31.32202,65.82892,58.96521,93.76253,-12.34626,-27.34839,-36.26827,94.01657,147.57211,136.73224,-125.3,276.43434,19.54909,322.93362,154.49843,262.29244,174.40048,249.43516,44.49758,28.49216,95.60039,8.85,365,564,9,20,3364
9,1,0,0,1,85.9,1.31,179,6.43,24.27425,68.14322,67.39473,98.86752,-14.01337,-25.31193,-42.84976,63.8356,168.97567,147.4484,-126.13691,281.49153,12.591,339.81004,155.49065,273.21615,107.1594,293.52211,45.587,20.43157,97.90253,8.85,365,431,12,20,3365
7,5,-2,0,1,64.669,NA,146.183,3.56,-17.96222,33.91691,75.04901,84.29325,1.69626,-19.88358,-26.07523,-49.30137,157.1943,46.31119,-126.755,242.43,-20.674,315.521,127.715,277.896,-109.39847,276.36935,23.62708,-12.53945,85.71284,7.641,366,256,8,5,3366
7,4,2,0,1,56.627,2.319,138.255,5.16,-19.3354,46.96858,70.39995,86.81047,2.5833,-24.19569,-31.79061,-57.93221,187.20707,88.17435,-142.547,264.974,16.608,326.528,131.328,251.299,-106.61179,320.53052,32.68183,-15.30115,88.19902,7.641,366,149,22,5,3367
7,7,2,0,1,62.211,1.235,187.253,4.871,-28.18185,53.26072,66.84047,81.9341,3.23446,-23.50142,-35.75013,-94.57594,149.78611,91.34183,NA,NA,NA,NA,NA,NA,-189.97131,231.26594,36.35673,-22.38951,91.75842,7.487,366,180,26,5,3368
8,8,2,0,0,85.834,NA,191.554,4.6,-9.3709,43.10272,57.95554,72.83201,0.59505,-22.59923,-21.89888,-19.88898,143.16057,70.27742,-129.46,252.641,16.856,312.637,136.4,247.202,-30.58691,252.8495,36.39624,-9.08121,74.15412,8.042,367,309,27,17,3369
7,5,0,0,1,NA,0.733,265.76,5.372,-7.74923,56.05287,66.21758,87.10191,0.87154,-22.78018,-34.38451,-44.93796,163.84464,101.36864,NA,NA,NA,NA,NA,NA,-104.42432,280.40871,39.86148,-6.45048,89.31893,8.951,367,114,18,1,3370
8,8,5,0,1,NA,3.136,209.638,3.871,-22.97379,33.33876,86.8004,95.77879,1.59364,-19.03262,-31.4839,-45.54609,201.60051,49.34887,-136.692,261.28,-7.312,321.91,144.541,265.195,-75.22868,357.80662,20.50091,-14.91919,97.02042,8.951,367,111,25,1,3371
7,2,2,0,1,NA,0.934,216.244,5.305,-15.83661,52.29751,71.95031,90.34752,0.83374,-20.80449,-32.52939,-71.08831,172.84288,94.32061,NA,NA,NA,NA,NA,NA,-157.13698,282.53091,35.3577,-11.92056,92.02147,8.99,367,180,26,20,3372
9,2,3,0,1,79.653,1.202,125.579,4.804,14.94453,45.04407,70.67266,85.12891,0.83374,-20.80449,-32.52939,53.49197,174.37145,78.53809,-124.865,277.947,22.659,324.584,132.89,247.607,108.60017,297.30373,32.13876,11.65614,86.29534,9.283,368,300,13,19,3373
9,4,2,0,1,NA,1.701,9.394,4.538,23.023,39.76002,77.07166,89.72713,-0.63503,-23.63933,-30.79321,55.16248,192.6817,66.6591,-137.51,228.06,-24.041,298.417,103.156,266.642,84.63766,333.50182,26.41178,16.60977,91.11475,9.283,368,53,24,19,3374
8,7,-1,0,1,68.52,1.234,156.624,5.639,12.93788,55.26826,62.50948,84.4358,0.54759,-24.72478,-35.07363,29.87258,174.66694,107.96525,-138.087,239.003,-13.303,292.431,137.04,262.046,35.12216,301.37277,40.5853,11.31883,86.58432,9.283,368,143,12,19,3375
7,0,0,0,0,NA,1.133,NA,6.273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.283,368,30,25,19,3376
7,4,0,0,1,NA,1.368,270.91,2.402,-34.76481,26.50434,94.53395,104.15248,-1.10935,-28.27912,-33.53536,-64.2577,143.0204,26.27911,-118.234,245.439,17.159,310.056,127.53,251.972,-138.49662,259.97788,15.10643,-19.84779,105.53861,9.213,368,457,4,19,3377
7,9,-4,0,1,NA,1.702,167.498,5.239,-20.66792,61.19254,49.86135,81.59561,0.34739,-31.17517,-27.68332,-78.78652,112.77543,106.33575,NA,NA,NA,NA,NA,NA,-154.96498,184.3422,48.69304,-22.10615,83.0434,9.213,368,126,20,19,3378
7,4,-2,0,1,NA,0.6,256.224,5.272,-21.48194,49.7447,54.37977,76.76698,1.60881,-27.57795,-27.13824,-52.60774,145.02999,86.24003,NA,NA,NA,NA,NA,NA,-78.0087,262.10592,40.5887,-21.44787,77.95167,9.213,368,114,18,19,3379
8,4,3,0,1,NA,1.401,176.691,4.17,-17.85897,38.10571,86.01338,95.75641,1.59364,-19.03262,-31.4839,-40.83716,204.32184,58.88649,NA,NA,NA,NA,NA,NA,-69.89971,357.57737,23.61418,-11.76248,97.0978,9.213,368,266,20,19,3380
9,7,3,0,1,61.689,1.034,163.487,6.273,22.34709,64.38955,67.57352,95.97702,-7.08516,-27.02265,-37.21971,53.72892,178.4472,132.26694,NA,NA,NA,NA,NA,NA,85.21267,311.25958,42.04517,18.25208,97.4849,9.175,368,28,29,19,3381
9,6,-3,0,1,NA,1.201,227.605,4.972,31.31679,50.07799,70.00744,91.5947,-2.64097,-24.83214,-33.44973,105.33085,158.13827,89.48971,NA,NA,NA,NA,NA,NA,211.14945,244.9192,33.04413,23.59435,93.48149,9.175,368,411,12,19,3382
8,1,0,0,1,NA,2.335,171.849,3.27,4.75155,25.7007,93.59034,97.17127,1.36124,-22.68804,-27.94359,20.67073,182.61314,33.01817,-133.165,265.171,-13.474,320.522,123.195,268.913,48.99266,323.70552,15.50466,2.65783,98.45157,9.175,368,213,11,19,3383
7,2,1,0,1,NA,1.3,205.338,5.506,-19.67078,52.71083,62.43992,84.04829,2.95955,-25.14477,-33.12866,-51.41827,167.5197,99.83942,NA,NA,NA,NA,NA,NA,-90.26661,294.98702,38.92568,-17.55582,85.53121,9.175,368,302,30,19,3384
7,8,1,0,1,69.671,2.202,176.293,3.47,-26.07676,34.81243,78.27166,89.54527,0.89561,-23.43621,-28.35846,-70.11265,152.69063,45.44927,-132.532,240.686,-34.181,303.953,110.83,266.193,-152.17587,258.8729,23.12134,-18.08368,90.9146,9.175,368,109,7,19,3385
7,5,6,0,1,NA,1.133,NA,6.04,-12.96502,67.08563,60.79845,91.46051,-0.67352,-27.31559,-35.17692,-59.18469,157.22548,132.26627,NA,NA,NA,NA,NA,NA,-119.30831,270.15995,47.3138,-11.81662,93.03183,9.175,368,86,12,19,3386
8,7,2,0,1,77.688,1.234,162.624,3.103,-6.94297,29.9271,89.15828,94.30289,1.28469,-20.34781,-29.28107,-5.43167,173.60458,35.16958,-105.506,249.435,31.741,320.095,128.005,251.808,0.02836,311.6326,18.81584,-4.68337,95.53648,9.175,368,331,4,19,3387
8,9,0,0,0,87.19,1.133,189.289,5.105,3.38533,51.16359,54.41149,74.76485,0.02376,-24.5059,-28.74096,-2.20258,138.91381,90.84552,NA,NA,NA,NA,NA,NA,-17.99394,247.61268,43.15926,3.74726,76.29208,9.175,368,206,11,19,3388
8,7,3,-1,0,73.481,2.335,139.107,3.771,9.69925,35.28123,59.11075,69.51921,1.39556,-20.85708,-18.84565,15.39841,132.73949,49.91468,-114.744,237.286,7.837,309.679,132.744,258.819,17.9032,242.70352,30.82108,9.48584,70.5895,8.961,368,323,4,19,3389
9,6,-1,0,1,88.1,1.17,169,6.232,15.76275,74.16422,53.59127,92.84837,2.40455,-35.07226,-34.62826,68.23738,129.8357,150.31241,-127.24867,285.7061,36.97978,328.0826,138.22053,245.5022,145.74987,211.79893,53.42903,17.1748,93.74625,8.979,368,398,27,19,3390
9,7,5,0,1,92.4,1.03,133,6.365,6.23041,64.68608,57.32946,86.65895,0.20173,-14.35818,-14.95507,26.69193,153.4534,142.08688,-117.66751,282.82979,18.93629,314.33491,145.93008,227.44287,73.75479,260.30497,48.49129,5.15091,94.87601,8.979,368,246,7,19,3391
9,5,1,0,1,90.9,1.2,163,5.801,14.8005,52.48614,69.13483,88.05381,-1.32112,-11.03688,-17.80583,50.81129,175.90467,114.24687,-121.86271,281.74653,-8.27734,325.7944,138.42482,256.13638,114.46963,286.71965,37.90201,11.49079,93.82503,8.979,368,246,7,19,3392
9,2,1,0,1,78.8,NA,154,3.768,37.24277,37.04756,79.35019,95.163,-1.52838,-21.57272,-30.06819,95.60732,168.48235,51.74406,-139.91017,269.41851,15.882,325.53602,141.70346,251.44835,181.65149,288.8811,22.66288,24.34278,96.60016,8.835,368,193,10,19,3393
7,2,1,0,1,97.263,1.135,265.188,3.47,-25.29555,33.43361,75.00001,85.92248,0.89561,-23.43621,-28.35846,-71.31819,148.15204,43.1927,-143.877,252.454,-18.939,317.528,118.034,283.729,-152.75506,248.39792,23.19118,-18.20582,87.19688,8.777,369,149,22,10,3394
8,5,-2,0,1,94.661,1.167,169.528,3.103,-7.31079,28.3365,91.01325,95.60239,1.28469,-20.34781,-29.28107,-8.97586,171.19778,36.17015,-119.943,264.861,-10.207,322.064,132.58,250.729,-9.30652,307.05268,17.42379,-4.70341,96.93459,8.91,369,415,24,10,3395
8,7,-1,0,1,68.716,1.5,192.95,3.471,9.44055,29.30767,94.19069,99.09566,1.28469,-20.34781,-29.28107,18.53883,201.32893,41.71426,-125.94,249.144,-18.122,319.28,122.264,276.601,25.50339,356.88213,17.36605,5.74144,100.48052,8.91,369,313,17,10,3396
7,6,2,0,1,88.65,1.035,225.4,4.604,-13.24507,44.64561,62.37507,77.84158,0.42792,-21.30652,-25.82851,-48.93203,151.3552,74.06679,-130.134,255.841,0.508,325.818,127.439,262.4,-103.62693,258.43495,35.2244,-11.712,79.19681,8.91,369,457,4,10,3397
8,6,-1,0,1,NA,1.068,276.156,5.439,11.52425,58.26953,59.82977,84.30746,0.54759,-24.72478,-35.07363,13.32629,161.54086,109.17515,NA,NA,NA,NA,NA,NA,-2.37076,291.71058,43.71144,11.07934,86.00913,8.888,369,474,7,10,3398
7,0,0,0,1,94.836,0.8,215.3,4.705,-25.94628,42.88349,61.02579,78.97057,2.15067,-23.92791,-25.78911,-70.39058,155.91983,75.10606,-136.1,273.535,21.554,319.266,135.619,257.909,-126.44024,276.23925,33.04301,-22.98979,80.18064,8.377,370,181,15,19,3399
8,8,10,0,1,NA,1.568,227.716,4.671,4.11064,-13.70077,-71.51521,81.76954,0.9585,-18.67444,-31.70423,-34.39322,188.19561,74.52328,NA,NA,NA,NA,NA,NA,-84.07688,321.98539,29.95316,-4.39939,90.24345,8.377,370,428,29,19,3400
9,3,-1,0,1,NA,1.1,NA,5.639,25.83868,64.67631,48.3778,84.8002,-2.92428,-32.04897,-32.8282,88.34992,117.25972,121.04505,NA,NA,NA,NA,NA,NA,172.46339,199.82829,49.83453,27.62529,86.59056,8.289,370,300,13,19,3401
9,5,-1,1,0,95.5,0.99,191,4.947,19.99094,53.00347,57.70304,80.8619,4.737,-25.73636,-29.03868,74.07682,136.04231,93.22436,-105.00041,268.42198,26.73001,320.22626,136.54169,239.6753,146.58401,233.39209,41.56165,18.73724,83.71794,8.425,370,539,28,19,3402
9,2,0,0,1,84.861,NA,171.271,2.76,26.10312,29.6125,78.66713,88.01585,1.00403,-24.02968,-27.79466,54.02191,137.29599,32.80306,-132.162,258.357,5.282,299.457,126.156,251.964,118.0034,244.811,19.43644,18.27419,88.94172,8.889,371,78,6,12,3403
9,2,-1,0,1,87.428,NA,222.295,4.24,10.77151,41.47887,72.95504,84.61063,1.78651,-19.56682,-30.68182,40.51748,170.36409,63.99957,-140.208,265.076,17.327,310.567,149.347,264.933,98.37528,294.05805,29.01338,8.31269,85.18931,8.889,371,85,16,12,3404
8,4,1,0,1,85.459,NA,210.885,5.44,-10.05219,50.65795,79.44885,94.75967,1.20653,-20.20171,-37.6994,-21.36351,216.3261,95.88015,-110.803,262.011,30.42,298.137,130.585,222.986,-34.30447,365.50456,32.47298,-7.29881,96.30804,8.889,371,192,10,12,3405
8,4,0,0,1,91.851,NA,259.885,5.52,17.62406,53.58513,76.28047,94.87193,1.20653,-20.20171,-37.6994,48.56678,217.75154,103.42455,-126.573,259.336,21.541,314.447,140.578,249.949,78.45438,379.95057,34.58144,13.02665,96.4117,8.889,371,192,10,12,3406
9,3,1,0,1,82.023,1.167,201.328,4.304,11.4645,38.59475,85.58128,94.57877,1.71784,-18.26229,-33.64504,51.15844,195.55111,60.87957,-131.016,258.582,9.349,313.888,132.303,254.782,113.1304,324.10398,24.19111,7.23459,96.14709,8.57,371,297,17,12,3407
7,6,-2,0,0,85.014,1,173.517,4.905,-17.42704,54.7816,54.26949,79.05633,1.60881,-27.57795,-27.13824,-62.52403,143.49537,97.32298,-129.819,236.196,-13.936,317.153,123.715,266.046,-125.49573,238.39947,42.7989,-17.16643,80.60434,8.57,371,65,4,12,3408
8,7,-3,0,1,90.459,0.866,11.131,5.806,-3.86848,54.8689,80.9183,97.84341,1.20653,-20.20171,-37.6994,0.72239,221.26077,110.64593,-149.794,283.818,12.99,332.354,130.77,255.843,8.76791,362.9093,33.85778,-2.69781,98.84205,8.57,371,357,10,12,3409
8,3,2,0,0,93.305,1.101,180.848,3.77,-10.65063,30.85343,69.71031,76.97336,1.33041,-20.78208,-20.37793,-22.26663,153.49327,43.68463,-146.205,266.362,-12.937,302.217,135.103,254.296,-38.78757,272.73475,23.90477,-8.63251,78.08597,8.57,371,205,9,12,3410
7,6,1,0,1,84.529,1.101,186.593,4.538,-26.38691,40.60845,66.89814,82.58739,2.09528,-22.56931,-24.57441,-70.12238,167.77834,68.27201,-126.366,249.365,5.638,304.9,147.493,227.33,-121.18561,294.22292,29.65005,-21.4333,83.90082,8.57,371,80,11,12,3411
7,4,-2,0,0,87.048,1.034,238.176,5.806,-18.79117,61.91224,50.23437,81.91291,0.34739,-31.17517,-27.68332,-55.98332,134.75237,121.82765,-150.033,249.19,-14.969,319.882,132.857,257.509,-107.23997,239.49015,49.09109,-20.66284,83.7508,8.79,371,97,9,12,3412
7,6,7,0,1,81.879,1.201,209.584,5.539,-14.62269,53.19112,77.52851,95.1514,1.20653,-20.20171,-37.6994,-61.93604,205.21427,103.4408,-139.229,270.599,11.59,333.024,142.23,262.893,-139.4712,335.82244,34.27969,-10.34174,95.57198,8.79,371,74,10,12,3413
7,4,2,0,1,88.099,0.901,237.348,5.806,-13.27223,67.74911,53.59128,87.39633,0.71374,-29.75053,-34.3674,-62.54005,135.52531,128.63288,-135.133,268.681,13.714,334.815,138.852,252.567,-130.58134,231.09693,49.23638,-13.07665,87.85337,8.79,371,74,10,12,3414
9,8,2,0,0,84.601,1.368,165.754,3.003,31.97444,34.02954,61.02865,76.84315,-0.52999,-23.14349,-24.28247,63.73215,111.6115,37.36401,-141.142,265.612,10.931,311.788,137.038,253.158,129.53691,205.65407,26.79506,27.40426,77.97462,8.79,371,286,17,12,3415
8,8,2,0,1,NA,1.133,NA,6.273,-6.25379,64.58126,67.87349,93.89707,-0.27673,-25.06722,-39.9193,-14.9842,184.45995,136.81404,-132.766,259.624,-8.491,306.329,139.802,243.228,-24.02224,318.41207,43.36716,-5.29996,95.66928,8.79,371,383,17,12,3416
8,7,-2,0,1,54.632,3.437,127.613,2.602,8.30182,23.99752,100.65946,103.81295,1.98008,-22.47642,-31.23843,13.26179,169.12114,25.48014,-132.335,239.319,2.956,332.414,134.484,274.222,22.8801,309.07993,13.63037,4.72138,105.04796,8.79,371,362,29,12,3417
9,5,0,0,0,75.179,0.933,172.825,5.606,9.16583,64.32118,41.83039,77.2723,-1.59601,-31.94873,-27.9274,35.34121,101.71647,117.72209,-131.882,263.053,21.222,317.619,144.26,245.073,70.18883,178.05891,56.00268,12.02348,78.83368,8.567,371,233,8,23,3418
7,8,-1,0,1,NA,1.068,281.929,5.639,-29.70176,56.32363,62.99938,89.57381,2.95955,-25.14477,-33.12866,-84.66906,163.73614,109.93327,NA,NA,NA,NA,NA,NA,-152.74263,280.84156,39.05241,-25.19678,90.85177,8.567,371,366,28,23,3419
